GrossSpread,MarketValue,OfferPrice,Shares_offered,Syndicated,Num_underwriters,Day1Perf
10867500,312,14,10000000,0,4,2
9371250,321,17,7000000,0,5,2
7546875,473,15,6250000,0,4,2
16696131,1110,14,17250000,1,10,2
157828875,15456,30,126200000,1,33,2
10739808,5156,17,15164795,0,2,2
33712250,613,26,20500000,0,14,2
3542000,1812,8,5500000,1,4,2
13765500,214,6,28500000,0,1,2
8661679,12995,18,14721212,0,1,2
6040518,256,14,5558333,1,4,2
8241188,741,65,2100000,0,3,2
5848162,39350,16,60772782,1,6,2
8918000,553,13,9000000,0,6,2
1155000,131,8,2062500,0,4,2
202093334,7895,31,133333334,1,17,2
9775862,578,14,10344828,0,6,2
600000,23,6,1000000,0,1,2
8212500,183,25,7300000,0,7,2
3922800,155,12,4670000,0,4,2
13548150,300,9,18700000,0,4,2
7229613,21789,10,10871599,1,4,2
1104000,35,6,2000000,0,1,2
18301500,599,21,11750000,0,6,2
1470000,35,7,3000000,0,2,2
11070000,246,20,12300000,0,12,2
2131500,224,7,4350000,0,4,2
3366072,120,4,11250000,0,5,2
10199482,395,11,12066823,0,4,2
1450725,41,6,2900000,0,2,2
19320000,607,24,10000000,0,5,2
18716250,163,16,15000000,0,8,2
21850000,352,16,19000000,0,6,2
,144,8,4400000,0,1,2
6440000,236,12,7666667,0,4,2
644000,27,5,1400000,0,1,2
5936000,647,16,5300000,1,5,2
27600000,1774,16,25000000,1,7,2
3622500,359,10,4500000,1,3,2
4830000,175,12,5000000,1,4,2
16341500,477,14,14500000,0,5,2
1207500,33,4,3000000,0,1,2
14000000,802,16,12500000,1,4,2
5433750,165,9,7500000,1,4,2
10113300,1262,17,16525000,1,5,2
2030000,67,10,2900000,0,1,2
6578773,396,13,6329421,1,5,2
15459231,4395,17,12035000,1,8,2
13682123,571,13,13350000,0,5,2
46035938,650,21,30500000,0,7,2
14596875,277,20,10850000,0,5,2
3292972,114,7,6000000,1,4,2
7233500,4034,10,7400000,1,5,2
85570063,22434,19,60250000,0,7,2
4397942,132,10,6250000,1,4,2
4776100,226,10,6000000,1,4,2
7875000,113,15,7500000,0,4,2
5075000,2177,15,5000000,1,2,2
5232500,331,13,5000000,0,3,2
15185100,269,15,13500000,0,6,2
29785000,3998,10,37000000,1,7,2
26145000,6300,18,35000000,1,17,2
13266400,487,16,10300000,1,5,2
5796000,172,12,6000000,0,2,2
1787100,66,12,2127500,0,1,2
8058050,185,11,9100000,0,4,2
50758123,2535,27,30283020,1,9,2
34500000,1144,20,25000000,1,11,2
1408750,85,7,2500000,0,3,2
4550539,247,8,7066054,1,3,2
1050000,45,6,2500000,0,2,2
6198500,440,14,5500000,1,6,2
15760290,243,14,15060000,0,7,2
15462720,806,13,16700000,1,5,2
3136000,262,14,4000000,1,3,2
17917713,1127,14,16064157,1,8,2
8215830,124,22,4900000,0,5,2
6562500,372,15,6250000,1,5,2
37968975,4172,23,26100000,1,11,2
8946000,347,12,10000000,0,5,2
28350000,410,15,27000000,0,5,2
6037500,247,12,6250000,1,4,2
24122400,1416,12,30400000,1,10,2
5215614,340,8,8098779,0,4,2
39675000,2500,25,24000000,1,11,2
20160305,3312,26,11000000,1,8,2
17627016,913,16,14515000,1,6,2
10300672,224,15,9288000,0,3,2
192500,139,4,550000,0,1,2
17698900,1001,25,68511164,1,6,2
9177000,465,19,6000000,0,6,2
71685513,5071,23,60227274,1,12,2
6118000,8061,10,8000000,1,2,2
19551000,853,19,14700000,1,5,2
6875000,100,8,12500000,0,6,2
4231920,181,12,5038000,0,18,2
16736940,8500,9,25000000,0,4,2
115000,38,8,1000000,0,3,2
5460000,251,12,6500000,1,4,2
5460000,442,13,6000000,1,4,2
,805,38,2120000,1,3,2
29161125,2933,21,21000000,1,8,2
13814375,1161,10,19220000,1,9,2
5675250,125,15,4700000,0,3,2
6842500,337,10,8500000,1,5,2
133331000,15573,28,110000000,1,15,2
27236838,1638,20,18947366,1,12,2
44712000,3538,15,43200000,1,11,2
10062500,7917,10,12500000,1,5,2
24729600,1168,16,19200000,1,7,2
14638541,386,13,15666666,0,6,2
19038125,844,13,20375252,1,11,2
3823750,160,10,5000000,1,5,2
27945000,414,18,20000000,0,4,2
1837500,4729,7,3750000,1,2,2
4435200,176,16,3960000,0,3,2
6762000,323,12,7000000,1,4,2
3500000,118,5,10000000,1,4,2
39123000,1794,21,27000000,1,9,2
10117128,1741,14,8992700,1,4,2
7686000,110,18,6100000,0,6,2
2833600,20,22,1600000,1,3,2
19548397,507,11,26087000,0,5,2
29497500,1130,17,22500000,1,4,2
16422000,617,17,12000000,1,8,2
14620640,1120,16,11600000,1,15,2
19621875,1401,14,18750000,1,6,2
19061595,1557,23,10524000,1,7,2
4900000,285,14,5000000,1,2,2
15174250,392,13,14500000,0,5,2
7083201,229,11,7999098,0,6,2
3622500,59,12,4500000,0,2,2
27126587,3216,30,15657482,1,12,2
10390250,80,21,6500000,0,5,2
20829375,1544,15,17250000,1,5,2
6158250,474,17,4500000,1,4,2
49719675,1952,20,35150000,1,6,2
2656500,173,8,6500000,1,3,2
9360942,5605,20,7000000,1,4,2
13282500,795,15,11000000,1,7,2
15174250,462,15,14000000,0,6,2
5635000,430,8,10000000,1,10,2
6623227,472,13,6328932,1,4,2
18687500,676,20,12500000,0,7,2
17790960,679,22,11720000,0,11,2
12558000,862,12,13000000,1,3,2
13282500,910,22,8750000,1,9,2
24840000,1399,16,22500000,1,8,2
6927773,252,21,4500000,0,5,2
5711337,4936,16,10100000,1,2,2
12192005,802,13,12116279,1,6,2
47352113,7154,21,34100000,1,9,2
11586250,278,17,6500000,0,4,2
14179500,376,22,9000000,0,6,2
9740500,349,11,11000000,0,7,2
3500000,297,10,5000000,1,2,2
17265700,834,12,20887107,1,7,2
12447981,452,17,9096077,0,6,2
8633625,282,21,5500000,0,5,2
9982000,446,16,8000000,0,5,2
2447200,130,8,3800000,0,2,2
28520000,1580,19,20000000,1,5,2
26846750,1505,29,11500000,1,6,2
54539900,1788,17,46000000,1,6,2
14752630,967,13,18750000,1,6,2
8050000,243,12,8333333,1,4,2
2656500,92,11,3000000,1,3,2
3864000,2314,6,8000000,1,3,2
3773000,168,14,3850000,0,4,2
11672500,167,15,10000000,0,4,2
13137600,723,16,10200000,0,3,2
23328900,353,21,16800000,0,11,2
4677050,283,14,4150000,0,2,2
19672188,2170,17,17500000,1,15,2
15082250,450,22,10000000,0,7,2
3465000,173,17,3000000,0,2,2
3546296,128,6,7500000,1,4,2
29155500,211,15,28170000,0,8,2
4427500,210,10,5500000,1,4,2
6017200,3502,14,6140000,1,4,2
43642500,880,16,41250000,1,7,2
1207500,27,6,2500000,0,1,2
17867790,44675,12,50000000,1,6,2
3450000,3399,14,10845986,1,5,2
13000750,238,19,8500000,0,3,2
5071500,194,15,4200000,0,4,2
18630000,520,23,12000000,0,9,2
4025000,384,10,5000000,0,3,2
5071500,277,9,7000000,1,8,2
26881250,1046,22,17000000,1,5,2
32200000,800,16,28000000,1,6,2
26338163,2974,29,11700000,1,18,2
7705000,77,20,5000000,0,6,2
30223500,1040,16,26250000,1,5,2
9901500,124,15,8200000,0,5,2
4062663,7210,11,5000000,1,6,2
19621875,320,21,13000000,0,9,2
5358828,156,21,3350000,0,4,2
55936000,951,25,38000000,1,16,2
6440000,31,22,4000000,0,5,2
8633625,374,15,7150000,1,4,2
5152000,229,8,8000000,0,3,2
11068750,651,10,15400000,0,5,2
2658600,147,10,3500000,1,3,2
6641250,155,15,5500000,1,3,2
1250625,24,8,1875000,0,2,2
2940000,156,7,6000000,1,4,2
9660000,1080,12,10000000,1,6,2
38160134,900,23,30040000,1,6,2
82349584,3328,26,55083334,1,15,2
3622500,133,9,5000000,1,4,2
7921200,846,16,6150000,1,4,2
9295000,74,13,10000000,0,4,2
81691170,3465,21,66000000,1,10,2
13685000,601,17,10000000,1,5,2
31252942,2890,14,35294118,1,9,2
8050000,1085,12,8333333,1,7,2
14812000,605,20,9200000,0,5,2
6520500,406,9,9000000,0,6,2
23963520,2485,19,18000000,1,4,2
2240000,235,8,4000000,1,3,2
3941000,125,20,2500000,0,2,2
40572000,1291,14,42000000,1,13,2
2849700,1934,12,4000000,1,2,2
7043750,538,18,5000000,0,5,2
5232500,305,13,5000000,0,5,2
9177000,860,19,6000000,1,6,2
4427500,202,10,5500000,0,5,2
1925000,58,11,2500000,0,2,2
5313000,269,11,6000000,0,4,2
1501500,123,11,1950000,0,2,2
4379200,255,8,6800000,1,4,2
4353038,125,11,5150000,0,4,2
9944117,334,14,8823529,0,5,2
34030080,1150,12,42200000,1,8,2
7663600,272,14,6800000,1,4,2
12969445,604,15,11111111,1,6,2
3062500,137,7,6250000,0,3,2
4153800,299,12,5000000,1,4,0
4508000,329,8,7000000,1,6,0
7420000,306,20,5300000,0,3,0
17271528,398,17,12794067,0,3,0
3325000,208,13,3800000,0,5,0
3957406,131,12,4096694,0,4,0
4153800,92,12,4300000,1,3,0
10290000,88,22,6100000,0,5,0
17810625,404,21,12500000,0,9,0
13471172,464,17,11250000,0,7,0
6714979,85,44,1896442,0,1,0
3740066,234,9,5500000,1,4,0
17106250,2051,17,14000000,1,8,0
32637000,3351,22,21500000,1,7,0
7325500,238,10,9100000,0,4,0
4180680,256,14,3847000,0,3,0
5474000,678,17,4000000,0,4,0
2254000,290,14,10000000,0,5,0
16831801,1183,23,9090900,1,5,0
119935803,5444,39,61520912,1,10,0
10842857,1274,11,28571428,1,8,0
6375600,582,15,6600000,0,4,0
24293750,1083,25,13000000,1,7,0
3657238,122,5,10000000,0,4,0
14369250,445,21,8500000,0,5,0
6037500,595,8,10000000,1,6,0
5796000,504,12,6000000,0,6,0
7946471,396,9,10590000,1,5,0
16146000,534,18,13000000,0,5,0
7317450,374,12,7575000,1,8,0
20720700,257,18,14300000,0,6,0
23000000,368,20,16000000,0,9,0
18518701,928,21,10954570,1,5,0
8497221,643,19,5555555,0,5,0
10056750,648,22,6000000,0,7,0
31625253,2241,17,29412000,1,11,0
9750000,230,20,7500000,0,4,0
1288000,38,7,2000000,0,17,0
26897063,3341,16,20625000,0,3,0
4165875,171,12,4500000,1,3,0
91411200,988,36,48000000,1,13,0
41745000,1315,22,27500000,1,8,0
9096750,414,10,12300000,0,6,0
4588500,193,10,6000000,0,4,0
9579500,407,9,14000000,0,6,0
5433750,2293,9,7500000,1,3,0
10020640,837,18,9725000,1,6,0
10263845,711,9,17246536,0,6,0
1650250,212,21,1000000,0,2,0
2816625,711,19,7612500,1,1,0
46346495,4477,23,29000000,1,11,0
4360417,353,13,4166667,1,6,0
7100100,313,14,6300000,1,4,0
10183250,552,12,11000000,1,7,0
28190131,1693,18,23684211,1,11,0
22785813,930,22,16375000,1,13,0
33992563,900,17,26750000,1,4,0
18112500,3288,15,15000000,0,4,0
26198438,742,18,18750000,0,7,0
9810938,419,13,9375000,0,6,0
7212241,343,17,5270180,1,4,0
18168150,2135,22,15500000,1,4,0
10216893,407,17,7465761,1,5,0
7059850,327,10,8770000,0,6,0
7000000,298,10,10000000,1,4,0
13125159,406,9,19181818,0,7,0
8875125,219,25,4500000,0,5,0
10867500,330,15,9000000,0,5,0
3864000,143,12,4000000,1,4,0
12880000,1000,16,10000000,1,6,0
5362500,487,22,3750000,0,2,0
7735000,271,13,8500000,0,3,0
3150000,111,18,2500000,0,3,0
9297750,296,18,6600000,0,3,0
12046020,391,20,7482000,1,5,0
9650186,514,14,9847129,0,4,0
11305621,6650,11,12767500,1,5,0
18837000,379,18,13000000,0,7,0
4312000,150,14,4400000,1,2,0
6043538,284,11,6825000,0,4,0
14743575,642,19,9900000,1,6,0
21735000,1400,14,20000000,0,6,0
12092395,593,12,12518008,0,5,0
6762000,467,14,6000000,1,4,0
20953359,1811,23,12675000,1,7,0
41897375,1182,19,29500000,1,7,0
3430000,47,14,3500000,1,3,0
12250000,568,14,12500000,0,4,0
6967275,347,15,5770000,1,5,0
3622500,184,8,6000000,1,3,0
4427500,167,11,5000000,1,3,0
10035666,630,17,7333333,0,4,0
78688750,6671,19,100000000,1,12,0
5735625,247,8,9500000,0,3,0
13685000,892,17,10000000,1,5,0
756315,7200,18,93952176,0,3,0
13386139,223,35,4751070,0,5,0
6617890,59,12,7289315,1,4,0
21528000,853,13,24000000,1,15,0
7877500,301,22,5000000,0,4,0
14053614,1239,20,9524000,1,4,0
8875125,2886,12,9000000,1,3,0
4427500,765,11,5000000,1,4,0
51294600,16466,14,53100000,1,7,0
4025000,252,10,5000000,0,3,0
18238231,1813,15,15625000,0,4,0
7325500,440,13,7000000,1,4,0
15707125,364,15,13456522,0,4,0
5409600,232,14,4800000,1,2,0
11270000,270,14,10000000,0,5,0
86236260,2488,22,85250000,1,7,0
54280000,3816,20,47200000,1,7,0
9660000,1640,16,7500000,1,4,0
800000,28,8,1000000,0,7,0
4628750,1065,10,5750000,1,4,0
9202301,740,13,8793408,1,8,0
4709250,232,9,6500000,1,4,0
6037500,1165,15,5000000,1,4,0
2067125,764,23,12500000,1,5,0
9660000,496,15,8000000,0,4,0
7546875,350,13,7500000,1,3,0
6104582,207,13,5833333,0,5,0
6677475,96,21,3950000,0,6,0
6188326,273,10,7687362,1,4,0
9675389,476,12,10015930,1,4,0
12139835,1345,11,16000000,1,10,0
2817500,129,7,5000000,0,3,0
19996200,700,18,13800000,0,5,0
13209230,244,36,4558050,0,5,0
16307903,898,17,11916626,1,5,0
7889000,381,14,7000000,1,3,0
4761575,257,13,4550000,1,4,0
18647250,253,22,11750000,0,7,0
1540770,120,12,1914000,0,2,0
5930167,168,17,4333334,0,3,0
5635000,325,14,5000000,1,3,0
10777340,412,21,7000000,0,9,0
9901638,140,21,5857224,0,5,0
14127750,229,13,13500000,0,5,0
8211000,491,17,6000000,1,4,0
6501923,347,14,5769231,0,6,0
8211000,249,17,6000000,0,3,0
22848210,2530,24,17400000,1,5,0
2799388,165,7,5350000,1,4,0
20962200,2836,42,6200000,1,7,0
7848750,453,26,3750000,1,4,0
2639250,104,8,3750000,0,3,0
50236824,3022,19,161764700,1,11,0
1625000,4009,16,58810326,0,6,0
66270364,4009,16,58810326,0,6,0
23546250,399,21,15000000,0,9,0
16100000,762,16,12500000,1,5,0
8064000,409,16,7200000,0,3,0
19569836,2146,14,24709389,1,3,0
20548110,1673,15,21300000,1,7,0
62157500,15927,23,50000000,1,8,0
26261400,870,22,17300000,1,8,0
48510000,798,21,38000000,1,13,0
16592820,796,20,11202708,1,5,0
3944500,160,7,7000000,1,4,0
8923595,1362,15,7038230,1,5,0
58995000,3676,27,40000000,1,14,0
3430000,205,7,7000000,1,3,0
15697500,4838,15,13000000,1,6,0
18168025,1209,22,10258625,1,5,0
3381000,145,7,6000000,1,3,0
5390625,166,6,12500000,0,4,0
16905000,289,11,20000000,1,3,0
3944500,436,14,3500000,1,3,0
12982654,709,12,13439600,0,6,0
28448700,1447,20,20000000,1,6,0
1400000,53,5,4000000,1,2,0
8586667,342,16,6666667,1,5,0
8694000,661,12,9000000,0,6,0
7406000,430,16,5750000,1,5,0
6238750,252,16,5000000,0,3,0
21733965,4816,22,17181000,1,13,0
9784595,129,19,8187200,0,4,0
3549000,58,13,3900000,0,5,0
4347000,263,9,6000000,1,4,0
54591385,2202,17,73484164,1,5,0
44006820,3592,26,24530000,0,13,0
24840000,2516,18,20000000,1,13,0
5297041,224,15,4386784,1,5,0
53720419,23054,85,19605052,1,28,0
18112500,1941,15,15000000,0,4,0
7335563,521,14,6750000,1,5,0
6037500,247,15,5000000,1,6,0
12863900,693,17,10000000,0,3,0
12376875,568,21,7500000,0,5,0
2576000,64,8,4000000,0,7,0
6037500,165,15,5000000,0,4,0
6641250,258,11,7500000,1,5,0
16219140,1030,14,14600000,0,4,0
10270593,1276,10,13430000,1,3,0
6289063,134,13,6250000,0,3,0
1200000,21,8,1875000,0,1,0
8624999,343,15,7142857,0,4,0
6041525,392,10,7900000,0,5,0
6394586,529,12,6619654,1,5,0
10280834,6589,13,10833334,1,4,0
3150000,212,10,4500000,1,3,0
12179650,1393,17,8900000,1,10,0
7526750,7580,11,8500000,0,3,0
32656320,2850,17,27840000,1,12,0
10691406,585,17,7812500,0,5,0
10347735,459,19,6765437,0,4,0
3244150,140,13,3100000,1,2,0
7262500,426,14,6444100,1,5,0
3341394,79,20,2306000,0,3,0
5556110,450,14,5800000,1,4,0
15812500,982,22,10000000,1,7,0
15848438,685,18,10937500,0,5,0
1575000,18750,20,1750000,1,29,0
14033250,402,21,9900000,0,6,0
8114400,328,12,8400000,0,4,0
12831470,293,18,9108408,0,4,0
6158250,558,17,4500000,0,6,0
48300000,12861,20,35000000,1,14,0
4332363,236,6,8969697,1,6,0
15677375,538,19,10250000,0,5,0
7889000,822,14,7000000,1,4,0
6568800,289,12,6800000,1,5,0
5031250,249,10,6250000,1,6,0
12894350,874,19,8430435,1,5,0
3302215,141,10,4103000,0,1,0
2576000,164,8,4000000,1,3,0
3864000,406,6,8000000,1,8,0
5600000,307,20,4000000,1,4,0
7229250,396,17,6075000,0,3,0
7084000,827,11,8000000,1,4,0
5071500,174,9,7000000,0,5,0
21508594,836,19,14062500,1,4,0
7550900,269,14,6700000,1,4,0
9016000,750,10,11200000,1,5,0
655500,17,6,1000000,0,6,0
7220850,2175,13,6900000,1,4,0
8694000,378,18,6000000,1,3,0
9660000,569,16,7500000,0,4,0
14863979,6670,14,13188979,0,3,0
675000,47,8,1000000,1,2,0
3570000,66,17,3000000,1,3,0
12128906,1295,20,7812500,1,5,0
7406000,109,23,5000000,1,4,0
8586667,275,10,6666667,1,5,0
16934624,1265,19,11072000,1,4,0
7889000,296,14,7000000,1,4,0
9261525,653,13,8850000,1,5,0
17130400,686,16,13300000,0,7,0
8211000,464,17,6000000,1,5,0
19320000,1228,15,16000000,1,5,0
12578125,403,13,12500000,1,8,0
5433750,379,14,5000000,0,4,0
4528125,119,18,3125000,0,3,0
15697125,836,23,13627500,1,4,0
31091775,1442,26,15997500,1,5,0
8280000,441,16,7500000,0,5,0
76500000,12776,30,72000000,1,8,0
6613600,237,16,5200000,1,4,0
8553125,288,17,6250000,0,4,0
9559375,259,19,6250000,0,4,0
10891650,685,11,12300000,1,6,0
34155000,1827,18,27500000,1,5,0
7640568,11781,21,41465217,0,4,0
18032000,541,16,14000000,1,6,0
27303300,455,15,26380000,0,4,0
1298500,44,6,2450000,0,1,0
16100000,645,16,12500000,0,3,0
3381000,151,12,3500000,1,3,0
980375,18,5,1705000,0,2,0
16880850,2165,18,11650000,1,8,0
10465000,593,13,10000000,1,4,0
3864000,681,16,3000000,0,3,0
9977490,887,24,5164332,1,6,0
53693500,2944,28,29000000,1,12,0
6300000,398,18,5000000,1,5,0
20286000,252,18,14000000,0,12,0
10239600,474,12,10600000,1,4,0
8694000,490,18,6000000,1,6,0
6171935,362,21,3740000,1,3,0
16900975,1583,17,13300000,1,4,0
8610000,898,15,7150000,1,5,0
71739366,8162,25,52174088,1,5,0
7848750,492,13,7500000,1,4,0
5912479,290,16,5000000,0,5,0
9161830,682,12,9484296,1,6,0
11208015,606,13,10500000,1,6,0
3850000,163,11,5000000,1,3,0
9168950,321,17,6700000,1,6,0
9720375,981,18,6900000,1,3,0
10948000,1133,17,10000000,1,4,0
6431950,393,17,4700000,1,3,0
5366935,176,10,6667000,1,3,0
5255040,223,17,3840000,1,3,0
17388000,2155,27,8000000,1,6,0
8307600,559,24,4300000,1,5,0
7494469,414,14,6649928,1,5,0
6295100,265,17,4600000,0,3,0
6182400,223,16,4800000,1,3,0
9056250,529,15,7500000,0,3,0
6375600,360,18,4400000,1,3,0
787500,7,10,1000000,0,1,0
3596572,198,8,6422450,1,3,0
10398300,22066,11,11742857,1,4,0
23324593,1272,18,18779865,1,5,0
23332925,1056,22,13175000,1,7,0
6641250,282,15,5500000,1,4,0
7245000,356,18,5000000,1,3,0
1300000,158,7,4000000,0,2,0
5409600,267,15,4480000,1,3,0
7141500,598,8,11500000,1,5,0
10867500,8197,15,9000000,1,5,0
4628750,254,12,5000000,0,4,0
9660000,1526,10,12000000,1,4,0
5916750,772,14,5250000,1,4,0
15691057,14035,16,11762413,0,4,0
7446250,372,25,3700000,1,4,0
31600563,2464,19,22250000,1,14,0
17109540,182,18,12500000,0,5,0
7184625,449,17,5250000,1,5,0
153160000,60162,50,109400000,1,6,0
8770262,368,20,5447368,0,6,0
13685000,1077,18,7700000,1,4,0
10659350,1547,26,6200000,1,4,0
8855000,283,11,10000000,1,5,0
11954250,708,17,9000000,1,5,0
6641250,1701,17,5000000,1,4,0
66240000,2395,32,30000000,1,5,0
8050000,330,13,7692308,1,3,0
8776350,1303,24,6500000,1,5,0
8271375,2097,23,4500000,1,3,0
7039725,452,17,5300000,1,5,0
7534800,348,16,5850000,1,6,0
9056250,366,18,6250000,0,5,0
3558100,129,13,3400000,1,3,0
4105500,185,12,4250000,0,3,0
7806488,7146,15,7500000,1,3,0
15198400,4469,16,11800000,0,5,0
5747700,304,14,5000000,1,4,0
13158653,942,17,9615384,1,7,0
1897500,50,8,2500000,0,2,0
1312296,1128,9,1811313,1,7,0
23183997,940,18,16000000,1,4,0
6315628,2317,17,4615000,1,4,0
9607675,1390,16,7700000,1,3,0
5573820,552,20,3462000,1,5,0
4830000,310,12,5000000,1,3,0
13685000,740,17,10000000,0,6,0
12751201,328,27,5866667,1,4,0
26371800,608,18,18200000,0,8,0
14168000,648,16,11000000,0,5,0
7084000,461,16,5500000,1,6,0
49627977,10271,29,23809524,1,7,0
2130030,199,9,3300000,1,3,0
4427500,251,11,5000000,1,5,0
173250,44,3,525000,0,1,0
6886644,322,10,8800000,1,4,0
5644800,414,15,6000000,1,4,0
5538400,371,16,4300000,1,4,0
14975897,789,18,16077185,1,4,0
10759956,1020,18,8539648,1,5,0
4076520,282,15,4000000,1,3,0
5635000,478,14,5000000,1,3,0
1260000,146,4,4500000,0,1,0
6580000,341,20,4687500,0,6,0
10674300,985,13,10200000,1,5,0
4830000,3338,12,5000000,1,3,0
5071500,66,21,3000000,0,4,0
7504000,433,16,6700000,1,5,0
12558000,630,12,13000000,0,4,0
43953000,4488,28,22750000,1,9,0
5922000,11,18,4200000,1,3,0
19851300,19368,18,13700000,1,4,0
35937500,2285,25,20000000,1,5,0
13953333,715,22,7878788,1,10,0
14651000,1081,13,14000000,1,5,0
2415000,89,10,3000000,1,3,0
6781934,5349,14,6060980,1,4,0
9109601,569,18,6286819,1,4,0
39454,1568,18,4175000,1,2,0
15561000,1427,14,18000000,1,3,0
3864000,1921,12,4000000,1,3,0
60530250,10879,29,33000000,1,12,0
7647500,316,19,5000000,0,6,0
3220000,1498,8,5000000,1,4,0
9660000,395,16,7500000,1,5,0
12687766,301,13,12124000,1,5,0
4830000,1938,15,4000000,1,4,0
14136331,2531,15,12110800,1,4,0
2898000,287,9,4000000,0,3,0
4508000,319,14,4000000,1,3,0
28400400,4305,45,7840000,1,5,0
8452500,434,21,5000000,1,3,0
18474750,1607,17,13500000,1,7,0
3477600,712,12,3600000,1,3,0
8128512,889,18,7200000,1,5,0
7084000,4101,16,5500000,1,3,0
14875000,6300,20,9500000,1,4,0
8050000,3344,20,5000000,1,3,0
4242350,1391,17,3100000,1,3,0
14800500,968,22,9000000,1,4,0
5071500,2676,18,3500000,1,2,0
7093821,466,19,4675000,1,3,0
6440000,240,20,4000000,1,3,0
5232500,138,13,5000000,0,3,0
14007000,9517,24,7250000,1,3,0
16329470,23726,13,15847700,1,4,0
9617790,1891,26,5250000,1,3,0
6469785,321,15,6000000,1,3,0
9660000,900,24,5000000,1,11,0
7658496,20734,30,4000000,1,4,0
8701983,87,27,4040402,1,3,0
5433750,1846,18,3750000,1,3,0
5761224,474,14,6000000,1,4,0
10939250,2597,19,8150000,1,5,0
7571025,11911,30,4400000,1,4,0
16380000,2378,26,9000000,1,4,0
